,PlayerName,,,,Games,Games,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Total Yds,Total Yds,Total Yds,,,-additional
372,Chase Coffman,TEN,28,TE,13,3,14,6,64,10.7,1,4,28.6,18,0.5,4.9,42.9%,4.6,,,0,0,,,,,,6,10.7,64,1,,CoffCh00
373,Quinton Patton,SFO,24,WR,4,0,8,3,44,14.7,0,1,37.5,35,0.8,11.0,37.5%,5.5,1,20,0,0,100.0,20,20.0,5.0,0.3,4,16.0,64,0,1,PattQu00
374,Dri Archer,PIT,23,WR,12,0,10,7,23,3.3,0,0,30.0,15,0.6,1.9,70.0%,2.3,10,40,0,2,50.0,15,4.0,3.3,0.8,17,3.7,63,0,,ArchDr00
375,Russell Shepard,TAM,24,WR,16,0,8,4,63,15.8,0,3,50.0,23,0.3,3.9,50.0%,7.9,,,0,0,,,,,,4,15.8,63,0,,ShepRu00
376,Drew Stanton,ARI,30,QB,9,8,,,,,0,0,,,,,,,25,63,0,5,32.0,13,2.5,7.0,2.8,25,2.5,63,0,1,StanDr00
377,Patrick DiMarco,ATL,25,RB,16,7,14,9,62,6.9,1,4,42.9,16,0.6,3.9,64.3%,4.4,,,0,0,,,,,,9,6.9,62,1,,DiMaPa00
378,Jorvorskie Lane,TAM,27,RB,9,4,1,1,3,3.0,0,0,0.0,3,0.1,0.3,100.0%,3.0,3,58,0,1,66.7,54,19.3,6.4,0.3,4,15.3,61,0,,LaneJo00
379,Tony Romo*,DAL,34,QB,15,15,,,,,0,0,,,,,,,26,61,0,6,19.2,21,2.3,4.1,1.7,26,2.3,61,0,7,RomoTo00
380,James White,NWE,22,RB,3,0,5,5,23,4.6,0,1,40.0,11,1.7,7.7,100.0%,4.6,9,38,0,1,33.3,11,4.2,12.7,3.0,14,4.4,61,0,,WhitJa02
381,James Casey,PHI,30,TE,16,2,3,3,59,19.7,2,3,100.0,26,0.2,3.7,100.0%,19.7,,,0,0,,,,,,3,19.7,59,2,,CaseJa00
382,Jonathan Dwyer,ARI,25,RB,2,0,3,2,8,4.0,0,0,0.0,5,1.0,4.0,66.7%,2.7,16,51,1,3,25.0,20,3.2,25.5,8.0,18,3.3,59,1,,DwyeJo00
383,Jed Collins,DET,28,RB,16,2,6,5,39,7.8,1,2,50.0,24,0.3,2.4,83.3%,6.5,8,19,0,5,62.5,3,2.4,1.2,0.5,13,4.5,58,1,,CollJe01
384,Robert Herron,TAM,22,WR,8,0,12,6,58,9.7,1,3,50.0,16,0.8,7.3,50.0%,4.8,1,0,0,0,0.0,0,0.0,0.0,0.1,7,8.3,58,1,,HerrRo00
385,Tom Brady*,NWE,37,QB,16,16,,,,,0,0,,,,,,,36,57,0,11,36.1,17,1.6,3.6,2.3,36,1.6,57,0,6,BradTo00
386,John Conner,NYJ,27,RB,12,3,3,2,35,17.5,1,2,66.7,26,0.2,2.9,66.7%,11.7,6,20,0,1,33.3,13,3.3,1.7,0.5,8,6.9,55,1,,ConnJo00
387,Cory Harkey,STL,24,RB,16,13,11,8,55,6.9,1,5,54.5,21,0.5,3.4,72.7%,5.0,,,0,0,,,,,,8,6.9,55,1,,HarkCo00
388,Ace Sanders,JAX,23,WR,12,0,7,6,55,9.2,0,1,42.9,24,0.5,4.6,85.7%,7.9,,,0,0,,,,,,6,9.2,55,0,2,SandAc00
389,Bryan Walters,SEA,27,WR,13,0,11,6,57,9.5,0,3,36.4,17,0.5,4.4,54.5%,5.2,1,-2,0,0,0.0,-2,-2.0,-0.2,0.1,7,7.9,55,0,,WaltBr00
390,Kris Durham,TEN,26,WR,4,0,11,6,54,9.0,0,2,36.4,14,1.5,13.5,54.5%,4.9,,,0,0,,,,,,6,9.0,54,0,,DurhKr00
391,Garrett Celek,SFO,26,TE,3,1,2,2,53,26.5,0,2,100.0,31,0.7,17.7,100.0%,26.5,,,0,0,,,,,,2,26.5,53,0,,CeleGa00
392,EJ Manuel,BUF,24,QB,5,4,,,,,0,0,,,,,,,16,52,1,2,25.0,8,3.3,10.4,3.2,16,3.3,52,1,1,ManuEJ00
393,Corey Washington,NYG,23,WR,14,0,8,5,52,10.4,1,4,50.0,20,0.4,3.7,62.5%,6.5,,,0,0,,,,,,5,10.4,52,1,,WashCo01
394,Marquise Goodwin,BUF,24,WR,10,0,9,1,42,42.0,0,1,11.1,42,0.1,4.2,11.1%,4.7,3,8,0,1,66.7,12,2.7,0.8,0.3,4,12.5,50,0,1,GoodMa00
395,Chris Ogbonnaya,2TM,28,RB,7,0,1,0,0,,0,0,0.0,0,0.0,0.0,0.0%,0.0,14,50,1,6,57.1,9,3.6,7.1,2.0,14,3.6,50,1,,OgboCh00
396,Kevin Ogletree,NYG,27,WR,7,0,9,5,50,10.0,0,2,55.6,15,0.7,7.1,55.6%,5.6,,,0,0,,,,,,5,10.0,50,0,,OgleKe00
397,Adrien Robinson,NYG,26,LB,16,1,7,5,50,10.0,1,3,57.1,29,0.3,3.1,71.4%,7.1,,,0,0,,,,,,5,10.0,50,1,,RobiAd00
398,Mike Glennon,TAM,25,QB,6,5,,,,,0,0,,,,,,,10,49,0,3,30.0,19,4.9,8.2,1.7,10,4.9,49,0,2,GlenMi00
399,James Develin,NWE,26,RB,16,4,8,6,43,7.2,0,3,37.5,13,0.4,2.7,75.0%,5.4,3,5,0,0,33.3,5,1.7,0.3,0.2,9,5.3,48,0,1,DeveJa00
400,Chris Gragg,BUF,24,TE,10,5,10,7,48,6.9,1,4,60.0,14,0.7,4.8,70.0%,4.8,,,0,0,,,,,,7,6.9,48,1,,GragCh00
401,James Hanna,DAL,25,TE,16,12,6,4,48,12.0,0,3,50.0,27,0.3,3.0,66.7%,8.0,,,0,0,,,,,,4,12.0,48,0,,HannJa00
402,Andrew Sendejo,MIN,27,DB,16,3,,,,,0,0,,,,,,,1,48,0,1,100.0,48,48.0,3.0,0.1,1,48.0,48,0,,SendAn00
403,Trey Watts,STL,23,RB,14,0,4,3,18,6.0,0,2,50.0,11,0.2,1.3,75.0%,4.5,7,30,0,3,57.1,9,4.3,2.1,0.5,10,4.8,48,0,,WattTr00
404,Andre Caldwell,DEN,29,WR,16,2,15,5,47,9.4,0,4,26.7,15,0.3,2.9,33.3%,3.1,,,0,0,,,,,,5,9.4,47,0,,CaldAn00
405,Jeff Maehl,PHI,25,WR,8,0,5,5,46,9.2,0,1,60.0,15,0.6,5.8,100.0%,9.2,,,0,0,,,,,,5,9.2,46,0,,MaehJe00
406,Matt Spaeth,PIT,31,TE,15,8,4,3,46,15.3,1,2,50.0,33,0.2,3.1,75.0%,11.5,,,0,0,,,,,,3,15.3,46,1,,SpaeMa00
407,Seyi Ajirotutu,SDG,27,WR,16,1,12,4,45,11.3,0,4,33.3,17,0.3,2.8,33.3%,3.8,,,0,0,,,,,,4,11.3,45,0,,AjirSe00
408,Frankie Hammond,KAN,24,WR,16,3,11,4,45,11.3,0,2,36.4,22,0.3,2.8,36.4%,4.1,,,0,0,,,,,,4,11.3,45,0,,HammFr00
409,Michael Hoomanawanui,NWE,26,TE,16,12,6,3,44,14.7,0,2,50.0,23,0.2,2.8,50.0%,7.3,,,0,0,,,,,,3,14.7,44,0,,HoomMi00
410,Brandon Williams,CAR,27,TE,14,0,8,4,44,11.0,0,4,50.0,16,0.3,3.1,50.0%,5.5,,,0,0,,,,,,4,11.0,44,0,,WillBr04
411,Michael Cox,NYG,26,RB,4,0,3,2,9,4.5,0,0,0.0,9,0.5,2.3,66.7%,3.0,4,33,0,1,50.0,17,8.3,8.3,1.0,6,7.0,42,0,,CoxxMi00
412,Lee Smith,BUF,27,TE,14,10,8,7,42,6.0,1,3,62.5,18,0.5,3.0,87.5%,5.3,,,0,0,,,,,,7,6.0,42,1,,SmitLe00
413,Will Johnson,PIT,25,RB,16,5,9,6,41,6.8,0,3,44.4,18,0.4,2.6,66.7%,4.6,2,0,0,0,0.0,0,0.0,0.0,0.1,8,5.1,41,0,,JohnWi00
414,Luke Stocker,TAM,26,RB,13,7,11,7,41,5.9,0,2,45.5,11,0.5,3.2,63.6%,3.7,,,0,0,,,,,,7,5.9,41,0,,StocLu00
415,Brian Hoyer,CLE,29,QB,14,13,,,,,0,0,,,,,,,24,39,0,5,25.0,11,1.6,2.8,1.7,24,1.6,39,0,4,HoyeBr00
416,Chris Thompson,WAS,24,RB,2,0,7,6,27,4.5,1,2,28.6,9,3.0,13.5,85.7%,3.9,3,12,0,0,66.7,7,4.0,6.0,1.5,9,4.3,39,1,,ThomCh03
417,Fitzgerald Toussaint,BAL,24,RB,4,0,6,3,27,9.0,0,1,50.0,15,0.8,6.8,50.0%,4.5,6,12,0,2,33.3,12,2.0,3.0,1.5,9,4.3,39,0,,TousFi00
418,Aaron Dobson,NWE,23,WR,4,1,5,3,38,12.7,0,2,60.0,16,0.8,9.5,60.0%,7.6,,,0,0,,,,,,3,12.7,38,0,,DobsAa00
419,Jerrel Jernigan,NYG,25,WR,2,1,9,6,40,6.7,0,2,33.3,11,3.0,20.0,66.7%,4.4,1,-2,0,0,0.0,-2,-2.0,-1.0,0.5,7,5.4,38,0,,JernJe00
420,Troy Niklas,ARI,22,TE,7,2,3,3,38,12.7,0,2,100.0,17,0.4,5.4,100.0%,12.7,,,0,0,,,,,,3,12.7,38,0,,NiklTr00
421,Jackie Battle,TEN,31,RB,16,1,5,5,28,5.6,0,2,60.0,12,0.3,1.8,100.0%,5.6,5,9,1,4,80.0,5,1.8,0.6,0.3,10,3.7,37,1,,BattJa00
422,Tyler Eifert,CIN,24,TE,1,1,3,3,37,12.3,0,2,66.7,20,3.0,37.0,100.0%,12.3,,,0,0,,,,,,3,12.3,37,0,,EifeTy00
423,Austin Johnson,NOR,25,RB,7,1,2,2,15,7.5,1,2,100.0,13,0.3,2.1,100.0%,7.5,8,22,0,5,62.5,8,2.8,3.1,1.1,10,3.7,37,1,,JohnAu00
424,Austin Davis,STL,25,QB,10,8,,,,,0,0,,,,,,,16,36,0,2,18.8,12,2.3,3.6,1.6,16,2.3,36,0,5,DaviAu00
425,Case Keenum,HOU,26,QB,2,2,,,,,0,0,,,,,,,10,35,0,6,60.0,13,3.5,17.5,5.0,10,3.5,35,0,1,KeenCa00
426,Brian Leonhardt,OAK,24,TE,12,3,8,6,35,5.8,1,2,62.5,12,0.5,2.9,75.0%,4.4,,,0,0,,,,,,6,5.8,35,1,,LeonBr01
427,Tommy Bohanon,NYJ,24,RB,4,2,2,2,30,15.0,0,2,100.0,16,0.5,7.5,100.0%,15.0,1,3,0,1,100.0,3,3.0,0.8,0.3,3,11.0,33,0,,BohaTo00
428,Darrius Heyward-Bey,PIT,27,WR,16,1,5,3,33,11.0,0,1,40.0,17,0.2,2.1,60.0%,6.6,,,0,0,,,,,,3,11.0,33,0,1,HeywDa00
429,Mike James,TAM,23,RB,11,0,1,1,-5,-5.0,0,0,0.0,-5,0.1,-0.5,100.0%,-5.0,19,37,0,4,31.6,9,1.9,3.4,1.7,20,1.6,32,0,,JameMi00
430,Cyrus Gray,KAN,25,RB,9,0,,,,,0,0,,,,,,,8,31,1,1,50.0,6,3.9,3.4,0.9,8,3.9,31,1,,GrayCy00
431,Erik Lorig,NOR,28,RB,10,6,10,9,27,3.0,1,2,30.0,14,0.9,2.7,90.0%,2.7,3,4,0,0,33.3,4,1.3,0.4,0.3,12,2.6,31,1,1,LoriEr99
432,Eli Manning,NYG,33,QB,16,16,,,,,0,0,,,,,,,12,31,1,4,33.3,18,2.6,1.9,0.8,12,2.6,31,1,7,MannEl00
433,Vance McDonald,SFO,24,TE,8,4,8,2,30,15.0,0,0,0.0,21,0.3,3.8,25.0%,3.8,,,0,0,,,,,,2,15.0,30,0,1,McDoVa00
434,DeVier Posey,HOU,24,WR,1,1,1,1,30,30.0,0,1,100.0,30,1.0,30.0,100.0%,30.0,,,0,0,,,,,,1,30.0,30,0,,PoseDe00
435,Alfonso Smith,SFO,27,RB,6,0,4,3,11,3.7,0,0,0.0,5,0.5,1.8,75.0%,2.8,7,19,0,1,28.6,12,2.7,3.2,1.2,10,3.0,30,0,,SmitAl22
436,Phillip Supernaw,2TM,24,TE,8,1,3,3,30,10.0,0,2,33.3,29,0.4,3.8,100.0%,10.0,,,0,0,,,,,,3,10.0,30,0,,SupePh00
437,Derrick Coleman,SEA,24,RB,5,1,2,2,29,14.5,1,2,100.0,15,0.4,5.8,100.0%,14.5,,,0,0,,,,,,2,14.5,29,1,,ColeDe00
438,Johnny Manziel,CLE,22,QB,5,2,,,,,0,0,,,,,,,9,29,1,1,33.3,10,3.2,5.8,1.8,9,3.2,29,1,1,ManzJo00
439,C.J. Fiedorowicz,HOU,23,TE,15,8,7,4,28,7.0,1,1,42.9,9,0.3,1.9,57.1%,4.0,,,0,0,,,,,,4,7.0,28,1,,FiedC.00
440,Jerome Felton,MIN,28,RB,16,3,2,0,0,,0,0,0.0,0,0.0,0.0,0.0%,0.0,4,27,0,2,50.0,21,6.8,1.7,0.3,4,6.8,27,0,,FeltJe00
441,Craig Stevens,TEN,30,TE,5,4,2,2,26,13.0,0,1,100.0,20,0.4,5.2,100.0%,13.0,,,0,0,,,,,,2,13.0,26,0,,StevCr00
442,Frank Summers,BUF,29,RB,10,6,8,5,9,1.8,0,0,0.0,4,0.5,0.9,62.5%,1.1,6,17,1,4,66.7,4,2.8,1.7,0.6,11,2.4,26,1,,SummFr00
443,Antwon Blake,PIT,24,DB,16,1,1,1,25,25.0,0,1,100.0,25,0.1,1.6,100.0%,25.0,,,0,0,,,,,,1,25.0,25,0,,BlakAn00
444,Ryan Broyles,DET,26,WR,5,0,5,2,25,12.5,0,2,40.0,21,0.4,5.0,40.0%,5.0,,,0,0,,,,,,2,12.5,25,0,,BroyRy00
445,Chad Henne,JAX,29,QB,3,3,,,,,0,0,,,,,,,4,25,0,2,75.0,12,6.3,8.3,1.3,4,6.3,25,0,1,HennCh01
446,Carson Palmer,ARI,35,QB,6,6,1,0,0,,0,0,0.0,0,0.0,0.0,0.0%,0.0,8,25,0,1,25.0,12,3.1,4.2,1.3,8,3.1,25,0,3,PalmCa00
447,Derek Anderson,CAR,31,QB,6,2,,,,,0,0,,,,,,,8,24,0,3,50.0,8,3.0,4.0,1.3,8,3.0,24,0,2,AndeDe00
448,Jay Prosch,HOU,22,RB,16,5,4,1,24,24.0,0,1,25.0,24,0.1,1.5,25.0%,6.0,,,0,0,,,,,,1,24.0,24,0,,ProsJa00
449,Taylor Thompson,TEN,25,TE,3,1,4,2,24,12.0,0,2,50.0,13,0.7,8.0,50.0%,6.0,,,0,0,,,,,,2,12.0,24,0,,ThomTa00
450,Jarrett Boykin,GNB,25,WR,13,3,12,3,23,7.7,0,1,25.0,11,0.2,1.8,25.0%,1.9,,,0,0,,,,,,3,7.7,23,0,,BoykJa00
451,Cody Latimer,DEN,22,WR,8,0,4,2,23,11.5,0,1,50.0,14,0.3,2.9,50.0%,5.8,,,0,0,,,,,,2,11.5,23,0,,LatiCo00
452,Griff Whalen,IND,24,WR,10,0,3,2,23,11.5,0,2,66.7,18,0.2,2.3,66.7%,7.7,,,0,0,,,,,,2,11.5,23,0,2,WhalGr00
453,Jeremy Stewart,DEN,25,RB,6,0,,,,,0,0,,,,,,,6,22,0,1,33.3,16,3.7,3.7,1.0,6,3.7,22,0,,StewJe00
454,Kevin Brock,CIN,28,TE,14,2,6,5,21,4.2,0,2,50.0,10,0.4,1.5,83.3%,3.5,,,0,0,,,,,,5,4.2,21,0,,BrocKe00
455,Gator Hoskins,MIA,23,TE,11,0,4,3,21,7.0,0,2,50.0,14,0.3,1.9,75.0%,5.3,,,0,0,,,,,,3,7.0,21,0,,HoskHa00
456,Ben Roethlisberger*,PIT,32,QB,16,16,0,0,-6,,0,0,,-6,0.0,-0.4,0.0%,,33,27,0,6,24.2,8,0.8,1.7,2.1,33,0.6,21,0,9,RoetBe00
457,Kirk Cousins,WAS,26,QB,6,5,,,,,0,0,,,,,,,7,20,0,3,57.1,12,2.9,3.3,1.2,7,2.9,20,0,2,CousKi00
458,Demetrius Harris,KAN,23,TE,8,3,5,3,20,6.7,0,2,40.0,10,0.4,2.5,60.0%,4.0,,,0,0,,,,,,3,6.7,20,0,,HarrDe03
459,Shaun Draughn,3TM,27,RB,10,0,,,,,0,0,,,,,,,10,19,0,0,0.0,6,1.9,1.9,1.0,10,1.9,19,0,,DrauSh00
460,Solomon Patton,2TM,24,WR,13,0,,,,,0,0,,,,,,,1,19,0,2,100.0,19,19.0,1.5,0.1,1,19.0,19,0,1,PattSo01
461,Matt Cassel,MIN,32,QB,3,3,,,,,0,0,,,,,,,9,18,0,1,11.1,13,2.0,6.0,3.0,9,2.0,18,0,3,CassMa00
462,Jamize Olawale,OAK,25,FB,16,0,6,5,18,3.6,2,2,66.7,7,0.3,1.1,83.3%,3.0,2,0,0,0,0.0,0,0.0,0.0,0.1,7,2.6,18,2,,OlawJa00
463,Devin Street,DAL,23,WR,16,0,7,2,18,9.0,0,1,28.6,9,0.1,1.1,28.6%,2.6,,,0,0,,,,,,2,9.0,18,0,,StreDe00
464,Ray Agnew,CLE,23,RB,12,9,9,3,15,5.0,0,1,11.1,12,0.3,1.3,33.3%,1.7,2,2,0,1,50.0,2,1.0,0.2,0.2,5,3.4,17,0,,AgneRa00
465,Cameron Brate,TAM,23,TE,5,1,1,1,17,17.0,0,1,100.0,17,0.2,3.4,100.0%,17.0,,,0,0,,,,,,1,17.0,17,0,,BratCa00
466,Josh Harris,PIT,23,RB,5,0,,,,,0,0,,,,,,,9,16,0,2,11.1,4,1.8,3.2,1.8,9,1.8,16,0,,HarrJo04
467,Nic Jacobs,JAX,23,TE,13,4,3,2,16,8.0,1,2,66.7,14,0.2,1.2,66.7%,5.3,,,0,0,,,,,,2,8.0,16,1,,JacoNi00
468,Jeff Janis,GNB,23,WR,3,0,2,2,16,8.0,0,2,100.0,9,0.7,5.3,100.0%,8.0,,,0,0,,,,,,2,8.0,16,0,,JaniJe00
469,Christian Ponder,MIN,26,QB,2,1,,,,,0,0,,,,,,,4,16,1,2,50.0,8,4.0,8.0,2.0,4,4.0,16,1,,PondCh00
470,Joe Webb,CAR,28,QB,7,0,3,1,16,16.0,0,1,33.3,16,0.1,2.3,33.3%,5.3,,,0,0,,,,,,1,16.0,16,0,,WebbJo00
471,Chase Daniel,KAN,28,QB,3,1,,,,,0,0,,,,,,,4,15,0,1,50.0,9,3.8,5.0,1.3,4,3.8,15,0,,DaniCh00
472,Brian Leonard,NOR,30,RB,1,0,1,1,15,15.0,0,1,100.0,15,1.0,15.0,100.0%,15.0,,,0,0,,,,,,1,15.0,15,0,,LeonBr00
473,David Ausberry,OAK,27,WR,6,0,4,2,14,7.0,0,0,0.0,7,0.3,2.3,50.0%,3.5,,,0,0,,,,,,2,7.0,14,0,,AusbDa00
474,Kyle Orton,BUF,32,QB,12,12,,,,,0,0,,,,,,,15,14,1,2,20.0,10,0.9,1.2,1.3,15,0.9,14,1,3,OrtoKy00
475,Damian Williams,2TM,26,WR,3,0,1,1,14,14.0,0,2,100.0,14,0.3,4.7,100.0%,14.0,,,0,0,,,,,,1,14.0,14,0,,WillDa04
476,David Bruton,DEN,27,DB,14,1,,,,,0,0,,,,,,,1,13,0,1,100.0,13,13.0,0.9,0.1,1,13.0,13,0,,BrutDa99
477,Henry Hynoski,NYG,26,RB,16,4,,,,,0,0,,,,,,,7,13,0,4,71.4,4,1.9,0.8,0.4,7,1.9,13,0,,HynoHe01
478,Tavarres King,TAM,24,WR,2,0,3,2,13,6.5,0,1,66.7,7,1.0,6.5,66.7%,4.3,,,0,0,,,,,,2,6.5,13,0,,KingTa00
479,Antonio Andrews,TEN,22,RB,4,0,2,2,11,5.5,0,0,0.0,6,0.5,2.8,100.0%,5.5,,,0,0,,,,,,2,5.5,11,0,,AndrAn00
480,Courtney Roby,ATL,31,WR,4,0,2,1,11,11.0,0,1,50.0,11,0.3,2.8,50.0%,5.5,,,0,0,,,,,,1,11.0,11,0,,RobyCo00
481,Brad Smith,PHI,31,WR,13,0,3,1,11,11.0,0,1,33.3,11,0.1,0.8,33.3%,3.7,,,0,0,,,,,,1,11.0,11,0,,SmitBr01
482,Trey Burton,PHI,23,TE,15,0,,,,,0,0,,,,,,,5,10,0,0,0.0,4,2.0,0.7,0.3,5,2.0,10,0,,BurtTr01
483,Shaun Hill,STL,34,QB,9,8,1,1,0,0.0,0,0,0.0,0,0.1,0.0,100.0%,0.0,10,10,1,1,20.0,9,1.0,1.1,1.1,11,0.9,10,1,7,HillSh00
484,Jimmy Clausen,CHI,27,QB,4,1,,,,,0,0,,,,,,,3,9,0,2,66.7,4,3.0,2.3,0.8,3,3.0,9,0,,ClauJi00
485,Jimmy Garoppolo,NWE,23,QB,6,0,,,,,0,0,,,,,,,10,9,0,2,30.0,9,0.9,1.5,1.7,10,0.9,9,0,,GaroJi00
486,LaMichael James,2TM,25,RB,3,0,1,0,0,,0,0,0.0,0,0.0,0.0,0.0%,0.0,5,9,0,0,0.0,5,1.8,3.0,1.7,5,1.8,9,0,,JameLa00
487,Karl Klug,TEN,26,DT,16,0,1,1,9,9.0,0,1,100.0,9,0.1,0.6,100.0%,9.0,,,0,0,,,,,,1,9.0,9,0,,KlugKa00
488,Connor Shaw,CLE,23,QB,1,1,,,,,0,0,,,,,,,7,9,0,1,28.6,7,1.3,9.0,7.0,7,1.3,9,0,1,ShawCo00
489,Josh Cribbs,IND,31,WR,6,0,1,1,8,8.0,0,0,0.0,8,0.2,1.3,100.0%,8.0,,,0,0,,,,,,1,8.0,8,0,2,CribJo01
490,Marcel Jensen,JAX,24,TE,1,0,1,1,8,8.0,0,0,0.0,8,1.0,8.0,100.0%,8.0,,,0,0,,,,,,1,8.0,8,0,,JensMa01
491,Micheal Spurlock,CHI,31,WR,1,0,3,1,8,8.0,0,0,0.0,8,1.0,8.0,33.3%,2.7,,,0,0,,,,,,1,8.0,8,0,,SpurMi00
492,Jalen Saunders,4TM,22,WR,15,0,1,1,7,7.0,0,0,0.0,7,0.1,0.5,100.0%,7.0,,,0,0,,,,,,1,7.0,7,0,2,SaunJa00
493,Aldrick Robinson,WAS,26,WR,5,0,,1,6,6.0,0,0,,6,0.2,1.2,0.0%,,,,0,0,,,,,,1,6.0,6,0,,RobiAl00
494,Brian Schwenke,TEN,23,C,11,11,1,1,6,6.0,0,0,0.0,6,0.1,0.5,100.0%,6.0,,,0,0,,,,,,1,6.0,6,0,1,SchwBr00
495,Will Tukuafu,SEA,30,FB,9,2,2,1,4,4.0,0,1,50.0,4,0.1,0.4,50.0%,2.0,1,2,0,1,100.0,2,2.0,0.2,0.1,2,3.0,6,0,,TukuWi00
496,Blaine Gabbert,SFO,25,QB,1,0,,,,,0,0,,,,,,,1,5,0,0,0.0,5,5.0,5.0,1.0,1,5.0,5,0,,GabbBl00
497,Jon Ryan,SEA,33,P,16,0,,,,,0,0,,,,,,,2,5,0,1,50.0,5,2.5,0.3,0.1,2,2.5,5,0,2,RyanJo21
498,Kevin Dorsey,GNB,24,WR,3,0,2,1,4,4.0,0,0,0.0,4,0.3,1.3,50.0%,2.0,,,0,0,,,,,,1,4.0,4,0,,DorsKe01
499,David Johnson,SDG,27,TE,14,2,,1,4,4.0,0,0,,4,0.1,0.3,0.0%,,,,0,0,,,,,,1,4.0,4,0,,JohnDa05
500,Zach Mettenberger,TEN,23,QB,7,6,,,,,0,0,,,,,,,5,4,0,1,20.0,8,0.8,0.6,0.7,5,0.8,4,0,4,MettZa00
501,J.J. Watt*+,HOU,25,LDE,16,16,3,3,4,1.3,3,3,100.0,2,0.2,0.3,100.0%,1.3,,,0,0,,,,,,3,1.3,4,3,,WattJ.00
502,Isa Abdul-Quddus,DET,25,DB,16,4,1,1,3,3.0,0,0,0.0,3,0.1,0.2,100.0%,3.0,,,0,0,,,,,,1,3.0,3,0,,AbduIs00
503,Brandon Bostick,GNB,25,TE,13,0,4,2,3,1.5,1,1,25.0,2,0.2,0.2,50.0%,0.8,,,0,0,,,,,,2,1.5,3,1,,BostBr00
504,Craig Dahl,SFO,29,DB,16,1,,,,,0,0,,,,,,,1,3,0,1,100.0,3,3.0,0.2,0.1,1,3.0,3,0,,DahlCr99
505,Matt McGloin,OAK,25,QB,1,0,,,,,0,0,,,,,,,2,3,0,1,50.0,3,1.5,3.0,2.0,2,1.5,3,0,,McGlMa01
506,Bear Pascoe,ATL,28,TE,16,2,2,2,3,1.5,1,1,50.0,2,0.1,0.2,100.0%,1.5,,,0,0,,,,,,2,1.5,3,1,,PascBe00
507,Donald Penn,OAK,31,LT,16,16,1,1,3,3.0,1,1,100.0,3,0.1,0.2,100.0%,3.0,,,0,0,,,,,,1,3.0,3,1,,PennDo20
508,Edwin Baker,NOR,23,RB,3,0,,,,,0,0,,,,,,,1,2,0,1,100.0,2,2.0,0.7,0.3,1,2.0,2,0,,BakeEd01
509,Danny McCray,CHI,26,DB,15,0,,,,,0,0,,,,,,,1,2,0,0,0.0,2,2.0,0.1,0.1,1,2.0,2,0,,McCrDa00
510,Matt Simms,NYJ,26,QB,1,0,,,,,0,0,,,,,,,1,2,0,1,100.0,2,2.0,2.0,1.0,1,2.0,2,0,,SimmMa00
511,Tress Way,WAS,24,P,16,0,,,,,0,0,,,,,,,1,2,0,0,0.0,2,2.0,0.1,0.1,1,2.0,2,0,1,WayxTr00
512,Khalif Barnes,OAK,32,RT/LG,14,13,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0%,1.0,,,0,0,,,,,,1,1.0,1,0,1,BarnKh20
513,Jason Campbell,CIN,33,QB,4,0,,,,,0,0,,,,,,,1,1,0,0,0.0,1,1.0,0.3,0.3,1,1.0,1,0,1,CampJa00
514,Anthony Castonzo,IND,26,LT,16,16,1,1,1,1.0,1,1,100.0,1,0.1,0.1,100.0%,1.0,,,0,0,,,,,,1,1.0,1,1,,CastAn00
515,Tyler Clutts,DAL,30,RB,16,1,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0%,1.0,,,0,0,,,,,,1,1.0,1,0,,ClutTy00
516,Michael Palmer,PIT,26,TE,15,1,2,1,1,1.0,1,1,50.0,1,0.1,0.1,50.0%,0.5,,,0,0,,,,,,1,1.0,1,1,,PalmMi00
517,John Phillips,SDG,27,TE,16,1,1,1,1,1.0,1,1,100.0,1,0.1,0.1,100.0%,1.0,,,0,0,,,,,,1,1.0,1,1,,PhilJo00